"TMNr_plus_texLett",BL
2449,"X, S. 246; XII, S. 254"
24518,"XII, S. 305"
246,"XII, S. 64"
24610,"XII, S. 53f."
24719,"XII, S. 305"
24720,"XII, S. 240"
24758,"XII, S. 305"
24786,"XII, S. 306"
24786,"XII, S. 306"
24786,"XII, S. 306"
24819,"XII, S. 306"
24828,"XII, S. 306"
24888,"VIII, S. 297; IX, S. 230; XI, S. 190; XII, S. 170"
24889,"XII, S. 170"
2490,"X, S. 115; XII, S. 115"
24942,"XI, S. 215; XII, S. 211"
24969,"IX, S. 66; XII, S. 58"
25021,"IX, S. 285f.; XI, S. 219; XII, S. 214f."
25080,"VIII, S. 265; XII, S. 149"
25083,"VIII, S. 265; XI, S. 167; XII, S. 149"
25148,"XI, S. 251; XII, S. 256 (zu PSI XIII 1307)"
25172,"VIII, S. 213; XII, S. 120"
25186,"XII, S. 122"
25215,"XII, S. 160"
2522,"IX, S. 297; XII, S. 219"
25223,"VIII, S. 404; XII, S. 253f."
2524,"IX, S. 297/298; XI, S. 222; XII, S. 219"
25248,"XII, S. 194"
25280,"XII, S. 194"
25289,"XII, S. 194"
253,"XII, S. 65"
25300,"XII, S. 189"
25357,"XII, S. 220"
25406,"XII, S. 221"
25449,"XII, S. 198"
25460,"XII, S. 237"
25460,"XII, S. 237"
25461,"XII, S. 77"
25465,"XI, S. 189; XII, S. 168"
2551,"XII, S. 221"
25585,"XII, S. 3"
256,"XII, S. 222"
256,"XII, S. 222"
2562,"IX, S. 304; XII, S. 221"
2563,"IX, S. 304; XII, S. 221"
25637,"VIII, S. 33; X, S. 16; XII, S. 15"
25639,"XII, S. 16"
2564,"IX, S. 304; XII, S. 221"
2565,"IX, S. 304; XII, S. 221"
25671,"XII, S. 135"
257,"XII, S. 65"
25857,"XII, S. 85"
25875,"XII, S. 92"
25890,"X, S. 126; XII, S. 124"
25892,"VIII, S. 217; IX, S. 163; XII, S. 124"
25918,"XII, S. 97 (zu P.Laur. II 10)"
25922,"XII, S. 4"
25946,"XII, S. 57"
26020,"VIII, S. 307; XII, S. 174"
26056,"XII, S. 181"
2612,"XII, S. 223"
26146,"XI, S. 198; XII, S. 184"
26152,"XII, S. 70"
26155,"XII, S. 156"
26179,"X, S. 227; XII, S. 225"
2618,"XII, S. 223"
26202,"XII, S. 225"
26203,"XII, S. 225"
26204,"XII, S. 225"
26214,"XII, S. 225"
2622,"VIII, S. 489; IX, S. 354; XI, S. 271; XII, S. 279"
26245,"XII, S. 225"
26247,"XII, S. 226"
26267,"XII, S. 111f."
26268,"XII, S. 112"
263a,"XII, S. 80"
263a,"XII, S. 80"
264,"XII, S. 80"
2649,"IX, S. 5; XI, S. 5; XII, S. 4"
2650,"IX, S. 5; XII, S. 4"
26516,"XII, S. 83"
26517,"XII, S. 83"
26549,"XI, S. 214f.; XII, S. 211"
26563,"VIII, S. 7; XI, S. 6; XII, S. 5"
26584,"XII, S. 212"
26627,"XII, S. 64"
26658,"XI, S. 175; XII, S. 156"
26660,"XII, S. 58"
26666,"XI, S. 70; XII, S. 58"
26667,"VIII, S. 114; XII, S. 59"
26685,"VIII, S. 512; IX, S. 374; X, S. 284; XI, S. 291; XII, S. 290"
26686,"VIII, S. 512; IX, S. 374; XII, S. 290"
26689,"VIII, S. 513; XI, S. 291; XII, S. 290"
2669b,"XII, S. 26"
26726,"VIII, S. 382; XII, S. 214"
26733,"VIII, S. 384; XII, S. 215"
26734,"XII, S. 215"
26737,"XII, S. 215"
26765,"XII, S. 206"
26782,"VIII, S. 367; XII, S. 207"
26796,"XII, S. 208"
26812,"VIII, S. 265; XII, S. 149"
2683,"XII, S. 22f."
26856,"VIII, S. 428; XII, S. 262"
26977,"XII, S. 260"
26978,"XII, S. 260"
2698,"VIII, S. 59; IX, S. 33; XII, S. 25"
2700,"X, S. 26; XI, S. 32; XII, S. 26"
27081,"VIII, S. 215; X, S. 124; XII, S. 123"
27120,"XII, S. 123"
27148,"XII, S. 170 (zu P.Ryl. IV 612)"
27154,"VIII, S. 154; XII, S. 92"
27212,"XII, S. 243"
27229,"XII, S. 248"
27234,"XII, S. 53"
27239,"VIII, S. 402; XII, S. 252"
27250,"XII, S. 166"
27253,"X, S. 167; XI, S. 186; XII, S. 166"
27304,"XII, S. 42"
27328,"IX, S. 247; XI, S. 202; XII, S. 189"
27378,"XII, S. 190"
27383,"XII, S. 232"
27386,"XII, S. 188"
27392,"XII, S. 43"
274,"IX, S. 96; XII, S. 80"
27478,"VIII, S. 94; XII, S. 209 (zu SB XIV 11484)"
27483,"XII, S. 209"
27499,"XII, S. 210"
27538,"XII, S. 287"
27565,"XII, S. 3"
27572,"XII, S. 3"
27573,"XII, S. 3"
27579,"XII, S. 3"
27580,"XII, S. 3"
27581,"XII, S. 3"
27583,"XII, S. 3"
27590,"VIII, S. 46; XII, S. 20"
27597,"XII, S. 20"
27600,"XII, S. 20"
27623,"XII, S. 20"
27634,"IX, S. 352; X, S. 273f.; XII, S. 278f."
27666,"IX, S. 299; XI, S. 223; XII, S. 219"
27712,"IX, S. 305; XII, S. 222"
27746,"VIII, S. 39; X, S. 19; XI, S. 24; XII, S. 17"
27761,"VIII, S. 462/463; XII, S. 275"
27762,"VIII, S. 463; XII, S. 275"
27765,"X, S. 269; XII, S. 246"
27766,"XII, S. 275f."
27767,"XII, S. 276"
27777,"XII, S. 261"
27795,"XI, S. 199f.; XII, S. 186"
27811,"VIII, S.344; XII, S. 196"
27817,"XII, S. 197"
27821,"XII, S. 198"
27823,"XI, S. 209; XII, S. 199"
27859,"IX, S. 11; XII, S. 7"
27864,"IX, S. 12; X, S. 8; XII, S. 7"
27865,"IX, S. 12; X, S. 8; XII, S. 7"
27872,"VIII, S. 132; X, S. 75; XII, S. 73"
27897,"XI, S. 189; XII, S. 169"
2792,"XII, S. 73"
2794,"IX, S. 89; XII, S. 74"
2798,"VIII, S. 145; IX, S. 99; X, S. 82; XII, S. 82"
2800a,"IX, S. 29; XII, S. 22"
2801,"XII, S. 240"
28061,"XII, S. 271f."
28094,"VIII, S. 35; XII, S. 16"
28123,"XII, S. 249"
28125,"XI, S. 243; XII, S. 250"
28137,"VIII, S. 27; IX, S. 20; XII, S. 13"
28143,"XII, S. 13"
28155,"VIII, S. 28; XII, S. 13"
28181,"XII, S. 14"
2819,"IX, S. 108; XII, S. 91"
28199,"VIII, S. 31; XII, S. 14"
28211,"XII, S. 10"
28215,"XII, S. 10"
28232,"XII, S. 11"
28321,"XII, S. 2"
28329,"XII, S. 137"
28330,"VIII, S. 240; XII, S. 137"
28340,"XII, S. 137"
28359,"VIII, S. 237; XII, S. 135"
28408,"XI, S. 142; XII, S. 134"
28410,"XII, S. 134"
28416,"VIII, S. 492; XII, S. 281"
28422,"VIII, S. 492; XII, S. 281"
2852,"XII, S. 286"
28559b,"IX, S. 140; XII, S. 103"
286,"XII, S. 65"
28608,"XII, S. 68"
28664,"XII, S. 69"
28691,"IX, S. 98; X, S. 82; XI, S. 88; XII, S. 82"
28767,"XII, S. 97"
28785,"XII, S. 118"
28826,"XII, S. 119"
28860,"XII, S. 127"
28895,"XII, S. 131"
28896,"XII, S. 131"
28914,"XII, S. 133"
28915,"XII, S. 133"
28931,"XII, S. 138"
28939,"X, S. 64; XII, S. 65"
28951,"XI, S. 85; XII, S. 79"
2897,"XII, S. 158"
28987,"XII, S. 139"
2898b,"IX, S. 207; XII, S. 158"
2902,"XII, S. 159"
29029,"IX, S. 194; XII, S. 144"
29032,"XII, S. 126"
29083,"XII, S. 57"
29101,"XII, S. 150"
29131,"XII, S. 41"
29222,"VIII, S. 57; XII, S. 25"
29260,"XII, S. 244"
29263,"XII, S. 244"
29272,"XII, S. 201"
29276,"VIII, S. 303; XI, S. 193; XII, S. 171"
2934,"IX, S. 321; XII, S. 256"
2940,"VIII, S. 490; XII, S. 280"
29449,"XII, S. 234"
29451,"XII, S. 75"
2946,"VIII, S. 496; XII, S. 282"
29468,"XII, S. 253"
29475,"X, S. 225/226; XI, S. 228; XII, S. 224"
29498,"X, S. 230; XII, S. 227"
2950,"XII, S. 283"
2950,"XII, S. 283"
2950,"XII, S. 283"
29512,"X, S. 233; XII, S. 229"
29531,"XII, S. 112"
29538,"XII, S. 311"
29545,"XII, S. 311"
29546,"XII, S. 311"
29549,"XII, S. 311"
29550,"XII, S. 311"
29551,"XII, S. 311"
29552,"XII, S. 311"
29553,"XII, S. 311"
29555,"X, S. 296; XII, S. 311"
29556,"X, S. 296/297; XII, S. 311"
29557,"X, S. 297; XII, S. 311"
29562,"X, S. 297; XII, S. 311"
29563,"XII, S. 312"
29564,"XII, S. 312"
29565,"X, S. 297; XII, S. 312"
29568,"X, S. 297; XII, S. 312"
29569,"XII, S. 312"
29570,"XII, S. 312"
29572,"XII, S. 312"
29573,"X, S. 297; XII, S. 312"
29577,"X, S. 297; XII, S. 312"
29587,"XII, S. 312"
29589,"XII, S. 312"
29591,"X, S. 298; XII, S. 312"
29592,"X, S. 298; XII, S. 313"
29593,"X, S. 298; XII, S. 313"
29594,"XII, S. 313"
29595,"XII, S. 313"
29602,"X, S. 298; XII, S. 313"
29603,"XII, S. 313"
29605,"X, S. 298; XII, S. 314"
29607,"XII, S. 314"
29609,"XII, S. 314"
29611,"XII, S. 314"
29612,"XII, S. 314"
29614,"XII, S. 314"
29615,"X, S. 299; XII, S. 314"
29620,"XII, S. 314"
29621,"XII, S. 315"
29630,"X, S. 299; XII, S. 243"
29632,"X, S. 299; XII, S. 315"
29633,"XII, S. 315"
29637,"XII, S. 315"
29639,"XII, S. 315"
29645,"XII, S. 316"
2974,"VIII, S. 513; X, S. 287; XII, S. 291"
29777,"XII, S. 296"
29807,"XII, S. 296"
29808,"XII, S. 296"
29811,"XII, S. 296"
29813,"XII, S. 296"
29828,"XII, S. 302f."
29829,"XII, S. 303"
29830,"XII, S. 303"
29831,"XII, S. 303"
29832,"XII, S. 303"
29833,"XII, S. 303"
29834,"XII, S. 303"
29855,"XII, S. 304"
29863,"XII, S. 304"
29868,"XII, S. 304"
29873,"XII, S. 304"
29875,"XII, S. 304"
29876,"XII, S. 304"
29877,"XII, S. 304"
29886,"XII, S. 305"
3,"XII, S. 3"
30070,"IX, S. 100; XII, S. 84"
30072,"XII, S. 151"
30073,"XII, S. 151"
30081,"XII, S. 264"
30104,"IX, S. 278; XII, S. 211"
30113,"XII, S. 285"
30185,"IX, S. 361; XII, S. 284"
30189,"XII, S. 96"
30191,"XII, S. 211 (zu SB XIV 11989)"
30202,"VIII, S. 108; XII, S. 58"
30217,"XII, S. 150"
30220,"VIII, S. 266; IX, S. 200; X, S. 151; XII, S. 149"
30248,"VIII, S. 364; X, S. 207; XII, S. 206"
30267,"XII, S. 213"
30269,"X, S. 212; XII, S. 213"
30271,"VIII, S. 382; X, S. 213; XII, S. 214"
30272,"XII, S. 214"
30297,"XII, S. 217"
30300,"IX, S. 295; XII, S. 218"
30343,"XII, S. 149"
30386,"XII, S. 148"
30392,"XII, S. 148"
30393,"XII, S. 147"
30395,"VIII, S. 261; XI, S. 164; XII, S. 147"
30413,"IX, S. 268; XII, S. 204"
30422,"XII, S. 114"
30431,"XII, S. 146"
30436,"XII, S. 146"
30440,"XII, S. 146"
30459,"IX, S. 326; XII, S. 260"
30461,"XII, S. 83"
30466,"XII, S. 3"
30467,"XII, S. 3"
30477,"X, S. 113; XI, S. 125; XII, S. 113"
30486,"VIII, S. 256; XII, S. 145"
30487,"XI, S. 160; XII, S. 145"
30535,"XII, S. 310"
30547,"XII, S. 310"
30581,"XII, S. 32"
3060,"XII, S. 87"
30618,"XII, S. 163"
30633,"XII, S. 255f."
30634,"XII, S. 256"
30635,"XII, S. 256"
30636,"XII, S. 256"
30652,"XII, S. 216"
30677,"XII, S. 167"
30686,"IX, S. 227; XII, S. 167f."
30692,"XII, S. 79"
30705,"XII, S. 112"
30706,"VIII, S. 196; X, S. 111; XII, S. 112"
30707,"XII, S. 234"
30721,"XII, S. 252"
3076,"XI, S. 93; XII, S. 87"
30772,"XII, S. 42"
30799,"XI, S. 15; XII, S. 8f."
30801,"VIII, S. 327; X, S. 188; XII, S. 187"
30802,"XII, S. 188"
30803,"XII, S. 43"
30823,"XII, S. 209"
30846,"XII, S. 210"
30850,"XII, S. 210"
30914,"XII, S. 212"
30916,"VIII, S. 378; X, S. 212; XII, S. 212"
30966,"XI, S. 268; XII, S. 279"
30999,"XII, S. 115"
31027,"XII, S. 276"
31028,"X, S. 270; XII, S. 276"
31047,"VIII, S. 466; X, S. 271; XII, S. 276"
31092,"VIII, S. 399; IX, S. 316; X, S. 243; XII, S. 252"
31110,"XII, S. 198"
31124,"X, S. 59; XII, S. 62"
31131,"VIII, S. 396; XII, S. 250"
31135,"XII, S. 250"
31161,"XII, S. 169"
31163,"IX, S. 228; XII, S. 169"
31220,"XII, S. 101"
31223,"XII, S. 250"
31238,"XII, S. 16"
31253,"XII, S. 116"
31254,"XII, S. 116"
31271a,"VIII, S. 29; XI, S. 18; XII, S. 14"
31279,"XII, S. 92"
31294,"XII, S. 1f."
31299,"XII, S. 2"
31304,"XII, S. 2"
31310,"VIII, S. 240; X S. 140; XI, S. 146; XII, S. 137"
31319,"IX, S. 182; XII, S. 137"
31351,"XII, S. 231"
31358,"XI, S. 279; XII, S. 281"
31394,"XII, S. 56"
31434,"XII, S. 73"
31473,"VIII, S. 148; XI, S. 90; XII, S. 85"
31479,"IX, S. 103; XII, S. 86"
31484,"XII, S. 93"
31533,"VIII, S. 207; XII, S. 116"
31535,"XII, S. 116f."
31558,"XII, S. 118"
3156,"X, S. 250; XII, S. 258"
31577,"XII, S. 119"
31578,"XII, S. 119"
31579,"XII, S. 119"
31580,"XII, S. 119"
3161,"XII, S. 258"
3163,"XII, S. 258"
31632,"IX, S. 175; XI, S. 140; XII, S. 132"
3164,"XII, S. 258"
31640,"XII, S. 133"
31645,"XII, S. 133"
31647,"XII, S. 133"
3165,"IX, S. 323; XII, S. 258"
31651,"XII, S. 138"
3171,"XII, S. 258"
31729,"XII, S. 139"
31738,"XII, S. 139"
31765,"XII, S. 140"
31765,"XII, S. 140"
3177,"VIII, S. 157; IX, S. 113; XII, S. 95"
31777,"XI, S. 151; XII, S. 141"
31788,"VIII, S. 248; XII, S. 141"
31798,"XII, S. 141"
31803,"VIII, S. 249; XII, S. 141"
31806,"XII, S. 141"
31813,"IX, S. 188; XII, S. 141"
31822,"XII, S. 78"
31838,"XII, S. 55"
31839,"XII, S. 55"
3185,"VIII, S. 157; XII, S. 95"
31864,"XII, S. 57"
3187,"IX, S. 114; XII, S. 95"
31940,"IX, S. 97; X, S. 80; XI, S. 87; XII, S. 81"
31984,"XII, S. 243"
32016,"XII, S. 267"
32075,"XII, S. 172f."
32080,"VIII, S. 305; XII, S. 173"
32107,"VIII, S. 307; XII, S. 174"
32117,"XII, S. 177"
32138,"VIII, S. 125; XII, S. 69"
32143,"XII, S. 75"
32144,"XII, S. 75"
32153,"XII, S. 156"
32161,"XI, S. 173; XII, S. 154"
32177,"XII, S. 226"
32180,"X, S. 228; XII, S. 226"
32206,"XII, S. 229"
32238,"XII, S. 67 (zu P.Eleph. DAIK 110)"
3229,"IX, S. 123; XII, S. 98"
32304,"XII, S. 83"
32322,"IX, S. 224; XII, S. 165"
32324,"XII, S. 165"
32377,"XII, S. 86"
32494,"IX, S. 362; XII, S. 284"
32568,"VIII, S. 509; IX, S. 371; XII, S. 289"
32577,"XI, S. 216; XII, S. 213"
32632,"VIII, S. 431; XI, S. 257; XII, S. 263"
32649,"IX, S. 267; XII, S. 202"
32655,"XII, S. 114"
32658,"IX, S. 148; XII, S. 110"
32689,"XII, S. 2"
32692,"IX, S. 196; XII, S. 146"
32694,"XI, S. 163; XII, S. 146"
32699,"XII, S. 259f."
32720,"XII, S. 241"
32723,"XI, S. 7; XII, S. 5"
32773,"XII, S. 171"
32793,"IX, S. 220; X, S. 165; XII, S. 163"
32841,"VIII, S. 292; IX, S. 227; XII, S. 167"
32870,"XII, S. 53"
32896,"XII, S. 289"
32897,"XII, S. 289"
32903,"X, S. 283; XII, S. 289"
32905,"XII, S. 84"
32906,"VIII, S. 290; XI, S. 187; XII, S. 167"
32912,"VIII, S. 333; XII, S. 190"
32931,"XII, S. 209"
32953,"XII, S. 212"
32955,"XII, S. 212"
3298,"XII, S. 67"
33000,"XII, S. 221"
33004,"IX, S. 405; XII, S. 322"
33007,"XII, S. 221"
33059,"VIII, S. 414; XI, S. 254; XII, S. 259"
33071,"X, S. 272; XII, S. 277f."
3308,"XII, S. 67"
33080,"XII, S. 261"
33082,"XII, S. 261"
33083,"XII, S. 185"
33117,"IX, S. 263; XII, S. 199"
33122,"XI, S. 171; XII, S. 153"
33137,"VIII, S. 137; XII, S. 77"
33215,"VIII, S. 455; XII, S. 271"
33232,"XII, S. 250"
33247,"XII, S. 16"
33262,"XII, S. 12"
33268,"XII, S. 14"
33283,"XII, S. 118"
33302,"XI, S. 98; XII, S. 93"
33316,"XI, S. 102; XII, S. 94"
33322,"XI, S. 103; XII, S. 94"
33325,"XII, S. 94"
3333,"XII, S. 67"
33330,"XII, S. 94"
33331,"XII, S. 95"
33337,"XII, S. 95"
33346,"XII, S. 231"
33353,"XII, S. 60"
33354,"IX, S. 72; X, S. 50; XII, S. 60"
33367,"XII, S. 68"
33469,"IX, S. 107; X, S. 85; XII, S. 88"
33489,"XII, S. 93"
33491,"IX, S. 112; X, S. 88; XII, S. 92"
33500,"VIII, S. 164; X, S. 92; XII, S. 97"
33501,"VIII, S. 165; XII, S. 97"
33520,"XII, S. 117"
33524,"X, S. 121; XII, S. 118"
33536,"XII, S. 118"
3354,"XII, S. 67"
33544,"X, S.132; XII, S. 130"
3357,"VIII, S. 120; IX, S. 79; X, S. 65; XII, S. 67"
33582,"XII, S. 132"
33600,"XII, S. 152"
33601,"X, S. 155; XII, S. 152"
33615,"XI, S. 41; XII, S. 32"
33618,"XII, S. 115"
33629,"X, S. 262; XII, S. 265"
33631,"XI, S. 147; XII, S. 138"
33639,"XII, S. 139"
33683,"XI, S. 173; XII, S. 153"
33688,"XII, S. 269"
33700,"VIII, S. 171; IX, S. 124; XII, S. 98"
33708,"VIII, S. 270; IX, S. 202; XII, S. 150"
33713,"VIII, S. 270; IX, S. 202; XII, S. 150"
33727,"VIII, S. 270; IX, S. 202; XII, S. 150"
33749,"XI, S. 48; XII, S. 41"
33776,"XII, S. 102"
33778,"XII, S. 242f."
33792,"X, S. 105; XII, S. 104"
33801,"XII, S. 200"
33812,"IX, S. 236; XII, S. 175"
33837,"XII, S. 179"
33851,"XII, S. 179"
33911,"X, S. 181; XII, S. 179f."
33912,"XII, S. 180"
33940,"XII, S. 180"
33959,"XII, S. 180"
33960,"XII, S. 180"
33977,"XII, S. 180"
33986,"XII, S. 181"
33994,"XII, S. 182"
34002,"X, S. 184; XII, S. 182"
34003,"XII, S. 182"
34013,"XII, S. 182"
34016,"VIII, S. 288; IX, S. 224; XII, S. 165"
34018,"XII, S. 55"
34019,"XI, S. 65; XII, S. 55"
34020,"XII, S. 55"
3403,"XII, S. 286"
3404,"XII, S. 286"
34170,"XII, S. 228"
34196b,"X, S. 233; XII, S. 229"
34200,"XII, S. 229f."
34337,"IX, S. 380; XII, S. 296"
34350,"IX, S. 380/381; XII, S. 296"
34402,"XII, S. 296"
34419,"XII, S. 296"
34497,"XII, S. 297"
34504,"XII, S. 297"
34626,"XII, S. 297"
34703,"XII, S. 297"
34714,"XII, S. 317"
34774,"XII, S. 151"
34791,"VIII, S. 506; IX, S. 368; XII, S. 288"
34797,"VIII, S. 376; XI, S. 215; XII, S. 211"
34829,"XII, S. 284"
34838,"VIII, S. 112; XII, S. 58"
34845,"VIII, S. 102; IX, S. 65; X, S. 47; XII, S. 58"
34854,"VIII, S. 53; XII, S. 24"
34869,"VIII, S. 510; IX, S. 373; X, S. 283; XI, S. 289; XII, S. 289"
34870,"IX, S. 373; XII, S. 289"
34874,"VIII, S. 380; XI, S. 217; XII, S. 213"
34886,"VIII, S. 384; XII, S. 215"
34944,"XII, S. 207"
3498,"XII, S. 286"
35025,"VIII, S. 366; XII, S. 207"
35027,"XII, S. 92"
35031,"XII, S. 263"
35046,"VIII, S. 200; IX, S. 153; X, S. 113; XII, S. 114"
35066,"VIII, S. 410; XII, S. 257"
35068,"IX, S. 221; XII, S. 164"
35069,"XII, S. 164"
35079,"XII, S. 92"
35082,"XII, S. 163"
35091,"XII, S. 253"
3511,"XII, S. 286"
35112,"XII, S. 289"
35117,"XII, S. 188"
3513,"IX, S. 363; XII, S. 286"
3513,"IX, S. 363; XII, S. 286"
35137,"IX, S. 276; XII, S. 210"
35167,"IX, S. 303; X, S. 220; XII, S. 221"
35185,"IX, S. 346; X, S. 271; XII, S. 277"
35205,"IX, S. 327; XII, S. 261"
35209,"VIII, S. 399; XII, S. 252"
35212,"XII, S. 197"
35215,"X, S. 236/237; XII, S. 250"
35224,"XII, S. 251"
35231,"VIII, S. 130; IX, S. 87; X, S. 74; XII, S. 72"
35266,"XII, S. 109"
35267,"XII, S. 232"
35274,"XII, S. 271"
35278,"XII, S. 272"
3528,"XII, S. 286"
35307,"XII, S. 137"
3531,"XII, S. 286"
35315,"XII, S. 137"
3532,"XII, S. 286"
35331,"XII, S. 59"
35397,"XI, S. 89; XII, S. 85"
35405,"XII, S. 86"
35407,"X, S. 83; XII, S. 86"
35413,"IX, S. 104; XII, S. 87"
35417,"XII, S. 88"
35420,"VIII, S. 150; XII, S. 88f."
35425,"XI, S. 95; XII, S. 89"
35426,"XI, S. 95; XII, S. 89"
35427,"XII, S. 89"
35428,"XII, S. 89"
35429,"XII, S. 89"
35430,"XII, S. 89"
35433,"VIII, S. 150; XII, S. 89"
35452,"XII, S. 117"
35457,"VIII, S. 209; IX, S. 157; XII, S. 118"
35475,"X, S. 156; XII, S. 152"
35486,"XI, S. 181; XII, S. 162"
35487,"XII, S. 162"
35557,"XII, S. 265"
35576,"VIII, S. 244; XI, S. 149; XII, S. 139"
35597,"XII, S. 141"
35599,"VIII, S. 250; XII, S. 141"
35605,"VIII, S. 251; IX, S. 192; XII, S. 142"
35609,"IX, S. 192; XI, S. 156; XII, S. 143"
35614,"IX, S. 192; XII, S. 143f."
35625,"XI, S. 135; XII, S. 126"
35631,"XII, S. 38"
35631,"XII, S. 38"
35673,"IX, S. 341; XII, S. 269"
35685,"VIII, S. 451; XII, S. 269"
35695,"X, S. 266; XII, S. 270"
35702,"XII, S. 55"
35703,"XII, S. 55"
35706,"VIII, S. 141; XII, S. 80"
35713,"XII, S. 238"
35714,"VIII, S. 59; XI, S. 32; XII, S. 25"
35746,"X, S. 228; XII, S. 226"
35755,"XII, S. 227"
35759,"X, S. 230; XI, S. 230; XII, S. 227"
35760,"X, S. 230; IX, S. 371; XII, S. 247"
35760,"X, S. 230; IX, S. 371; XII, S. 247"
35787,"X, S. 250; XII, S. 258"
35788,"XII, S. 303"
35790,"XII, S. 303"
35819,"IX, S. 212; XII, S. 161"
35828,"X, S. 164; XII, S. 162"
35856,"VIII, S. 287; XII, S. 165"
35867,"VIII, S. 288; XII, S. 165"
35869,"XII, S. 165"
35871,"XII, S. 287"
35874,"VIII, S. 377; XII, S. 211"
35892,"XII, S. 285"
35902,"IX, S. 102; XI, S. 92; XII, S. 86"
35907,"XII, S. 287"
35909,"XII, S. 287"
35933,"X, S. 279; XII, S. 285"
35946,"X, S. 207; XII, S. 206"
35962,"X, S. 24; XII, S. 24"
35963,"X, S. 24; XII, S. 24"
35968,"XII, S. 288f."
35984,"XII, S. 213"
35985,"VIII, S. 380; XII, S. 213"
35986,"XII, S. 213"
35990,"XII, S. 214"
36014,"XII, S. 218"
36019,"XII, S. 207"
36037a,"IX, S. 330; XII, S. 263"
36040,"XI, S. 165; XII, S. 148"
36041,"VIII, S. 261; IX, S. 196; XII, S. 147"
36044,"VIII, S. 10; X, S. 6; XI, S. 7; XII, S. 5"
36048,"XII, S. 5"
36050,"X, S. 6; XII, S. 5"
36054,"XII, S. 288"
3606,"XI, S. 287; XII, S. 286"
36064,"XII, S. 258"
36088,"VIII, S. 9; XII, S. 5"
3609,"XII, S. 286"
36108,"XII, S. 92"
36116,"XII, S. 163"
36116,"XII, S. 163"
36117,"IX, S. 220; X, S. 165; XII, S. 163"
36118,"IX, S. 220; X, S. 165; XII, S. 163"
36119,"XI, S. 182; XII, S. 163"
36121,"XII, S. 164"
36122,"XII, S. 204"
36128,"XII, S. 204"
36145,"XII, S. 79"
36161,"XII, S. 253"
36164,"VIII, S. 403; XI, S. 248; XII, S. 253"
36195,"XI, S. 239; XII, S. 234"
36198,"XI, S. 205; XII, S. 194"
36199,"VIII, S. 341; XII, S. 194"
36201,"XII, S. 195"
36203,"VIII, S.343; XII, S. 195"
36203,"VIII, S.343; XII, S. 195"
36212,"XI, S. 187; XII, S. 167"
36244,"XII, S. 43"
36262,"XII, S. 235"
36263,"XII, S. 235"
36265,"XII, S. 212"
36266,"XII, S. 212"
36280,"XII, S. 221"
36284,"XII, S. 222"
36287,"IX, S. 306/307; XII, S. 222"
36288,"XII, S. 222"
36292,"XI, S. 224; XII, S. 220"
36301,"XII, S. 222"
36302,"XII, S. 222f."
3643,"(unter C.Ord.Ptol. 61) BL IX 64; X 45; XI 67; XII, S. 57 (zu C.Ord.Ptol. 61)"
36498,"XII, S. 220"
36528,"VIII, S. 74; X, S. 35; XI, S. 53; XII, S. 47"
36529,"XII, S. 47"
36540b,"IX, S. 45; X, S. 35; XII, S. 47"
36540n,"IX, S. 45; XII, S. 47"
36551b,"XII, S. 47"
36577,"XI, S. 267; XII, S. 276"
36581,"VIII, S. 469; XII, S. 277"
36622,"X, S. 273; XII, S. 278"
36625,"IX, S. 349; X, S. 273; XI, S. 268; XII, S. 278"
3662a,"VIII, S. 489; IX, S. 354; XI, S. 270; XII, S. 279"
36638,"VIII, S. 477; X, S. 273; XII, S. 278"
36657,"VIII, S. 420; XII, S. 261"
36658,"XII, S. 261"
36673,"VIII, S. 72; XII, S. 46"
36707,"XII, S. 46"
3678,"XII, S. 279"
36803,"VIII, S. 71; XII, S. 45"
36810,"XII, S. 45"
36847,"IX, S. 263; XI, S. 209; XII, S. 199"
36855,"VIII, S. 16; IX, S. 13; X, S. 8f.; XI, S. 10-14; XII, S. 8"
36865,"XII, S. 72"
3690,"XII, S. 279"
3693,"XII, S. 279"
36932,"XII, S. 108"
36934,"VIII, S. 193; IX, S. 147; XII, S. 109"
36936,"VIII, S. 193; IX, S. 147; X, S. 108; XII, S. 109"
36938,"VIII, S. 193; IX, S. 147; X, S. 108; XII, S. 109"
36938,"VIII, S. 193; IX, S. 147; X, S. 108; XII, S. 109"
36938,"VIII, S. 193; IX, S. 147; X, S. 108; XII, S. 109"
36941,"VIII, S. 193; XII, S. 109"
36963,"XII, S. 109"
3698,"IX, S. 354; XI, S. 271f.; XII, S. 279"
3699,"XI, S. 272; XII, S. 280"
3700a,"XI, S. 272; XII, S. 280"
37029,"XII, S. 271"
37031,"XII, S. 271"
37034,"XII, S. 271"
37038,"XII, S. 272"
37047a,"XII, S. 272"
37051,"VIII, S. 457; XII, S. 272"
37053,"XII, S. 272"
37054,"VIII, S. 458; XII, S. 272"
37069,"XII, S. 274"
37070,"XII, S. 274"
37085,"XI, S. 240; XII, S. 235"
3708a,"VIII, S. 489/490; XI, S. 273; XII, S. 280"
37100,"X, S. 235/236; XII, S. 249"
37104,"VIII, S. 26; IX, S. 20; XII, S. 13"
37149,"XII, S. 134"
3715,"VIII, S. 490; XII, S. 280"
37196,"IX, S. 76; X, S. 53; XII, S. 61"
37231,"VIII, S. 133; X, S. 77; XI, S. 82; XII, S. 73"
37243,"IX, S. 169; XII, S. 128"
